Handle,Title,Body_HTML,Vendor,Product_Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant_Price,Variant_Compare_At_Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image_Src,Image_Position,Image_Alt_Text,Gift Card,SEO_Title,SEO_Description,Google Shopping / Google Product Category,Google_Shopping_Gender,Google_Shopping_Age_Group,Google Shopping / MPN,Google_Shopping_Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Switzerland,Price_Switzerland,Compare At Price / Switzerland,Included / International,Price / International,Compare At Price / International,Status
casquette-adidas-jm,Casquette Adidas JM,"Cette casquette classique Adidas JM est une pièce intemporelle et élégante, parfaite pour n'importe quelle garde-robe. De plus, grâce à une fermeture à bouton-pression réglable et à un matériau flexible, il offre un ajustement très confortable.<br>
<br>
• Fabriqué en polyester recyclé à 100 %<br>
• Non structuré<br>
• 6 panneaux, profil bas<br>
• Taille unique<br>
• Fermeture à bouton-pression réglable<p><strong class=""size-guide-title"">Guide des tailles</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>A (inches)</strong></td>
<td><strong>B (inches)</strong></td>
<td><strong>C (inches)</strong></td>
<td><strong>D (inches)</strong></td>
</tr>
<tr>
<td><strong>One size</strong></td>
<td>23 - 25</td>
<td>5</td>
<td>3</td>
<td>7</td>
</tr>
</tbody></table></div><div class=""table-responsive dynamic"" data-unit-system=""metric""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>A (cm)</strong></td>
<td><strong>B (cm)</strong></td>
<td><strong>C (cm)</strong></td>
<td><strong>D (cm)</strong></td>
</tr>
<tr>
<td><strong>One size</strong></td>
<td>58.4-63.5</td>
<td>12.7</td>
<td>7.6</td>
<td>17.8</td>
</tr>
</tbody></table></div>",ChicByJM,,"","Accessoire, Accessoires, Ciel bleu, Femme, Homme, Jardin secret",true,Title,Default Title,,,,,,,,3212792_16244,85.048569375,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-right-front-66bcba8706352.jpg?v=1723644562,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-front-66bcba870860c.jpg?v=1723644584,oz,PC040129,22.70,true,,,true,,,active
casquette-adidas-jm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-left-front-66bcba8707dd3.jpg?v=1723644566,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
casquette-adidas-jm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-front-66bcba8707f93.jpg?v=1723644569,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
casquette-adidas-jm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-left-front-2-66bcba870812e.jpg?v=1723644572,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
casquette-adidas-jm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-back-right-66bcba87082be.jpg?v=1723644575,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
casquette-adidas-jm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-back-66bcba8708472.jpg?v=1723644579,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
casquette-adidas-jm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-front-66bcba870860c.jpg?v=1723644584,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
casquette-adidas-jm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-back-66bcba87087bb.jpg?v=1723644589,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
casquette-adidas-jm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/adidas-dad-hat-black-left-front-66bcba870894b.jpg?v=1723644593,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-girafe-school-spirit-jm,T-shirt Girafe - School Spirit JM,"• 100 % coton<br>
• Sport Grey est composé de 90 % de coton, et 10 % de polyester<br>
• Poids du tissu : 180 g/m² (5,3 oz/yd²)<br>
• Tissu prérétréci<br>
• Coupe classique<br>
• Col et épaules dotés d'une bande<br>
• Étiquette détachable<br>
• Fabriqué avec des teintures à faible impact certifiées OEKO-TEX<br>
• Produit vierge provenant de la République dominicaine, du Honduras, d'Haïti, du Nicaragua ou du Salvador<p><strong class=""size-guide-title"">Guide des tailles</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>LONGUEUR (inches)</strong></td>
<td><strong>POITRINE (inches)</strong></td>
</tr>
<tr>
<td><strong>XS</strong></td>
<td>20 ½</td>
<td>16</td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>22</td>
<td>17</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>23 ½</td>
<td>18</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>25</td>
<td>19</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>26 ½</td>
<td>20</td>
</tr>
</tbody></table></div><div class=""table-responsive dynamic"" data-unit-system=""metric""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>LONGUEUR (cm)</strong></td>
<td><strong>POITRINE (cm)</strong></td>
</tr>
<tr>
<td><strong>XS</strong></td>
<td>52</td>
<td>40.6</td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>55.9</td>
<td>43.2</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>59.7</td>
<td>45.7</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>63.5</td>
<td>48.3</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>67.3</td>
<td>50.8</td>
</tr>
</tbody></table></div>",ChicByJM,,"","Ciel bleu, Enfant, Haut, Jardin secret, School Spirit",true,Couleur,Rouge,,Taille,XS,,,,,1686919_18710,99.2233309375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-gold-front-66b219f27fc90.jpg?v=1722948100,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b219f281a1a.jpg?v=1722948103,oz,PC040100,8.55,true,,,true,,,active
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rouge,,,S,,,,,1686919_18711,104.8932355625,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b219f281a1a.jpg?v=1722948103,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b219f281a1a.jpg?v=1722948103,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rouge,,,M,,,,,1686919_18712,124.73790175,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-back-66b219f2828df.jpg?v=1722948107,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b219f281a1a.jpg?v=1722948103,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rouge,,,L,,,,,1686919_18713,144.5825679375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b219f283e0a.jpg?v=1722948112,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b219f281a1a.jpg?v=1722948103,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rouge,,,XL,,,,,1686919_18714,155.9223771875,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-back-66b219f284a28.jpg?v=1722948115,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b219f281a1a.jpg?v=1722948103,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Bleu Roi,,,XS,,,,,1686919_18715,99.2233309375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b219f285686.jpg?v=1722948118,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b219f283e0a.jpg?v=1722948112,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Bleu Roi,,,S,,,,,1686919_18716,104.8932355625,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-back-66b219f286458.jpg?v=1722948124,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b219f283e0a.jpg?v=1722948112,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Bleu Roi,,,M,,,,,1686919_18717,124.73790175,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-azalea-front-66b219f28718e.jpg?v=1722948127,8,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b219f283e0a.jpg?v=1722948112,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Bleu Roi,,,L,,,,,1686919_18718,144.5825679375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-azalea-back-66b219f28843b.jpg?v=1722948133,9,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b219f283e0a.jpg?v=1722948112,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Bleu Roi,,,XL,,,,,1686919_18719,155.9223771875,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-gold-back-66b219f28929c.jpg?v=1722948137,10,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b219f283e0a.jpg?v=1722948112,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Anthracite,,,XS,,,,,1686919_18690,99.2233309375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-sport-grey-front-66b219f28a6c3.jpg?v=1722948145,11,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b219f285686.jpg?v=1722948118,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Anthracite,,,S,,,,,1686919_18691,104.8932355625,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-sport-grey-back-66b219f28c35b.jpg?v=1722948153,12,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b219f285686.jpg?v=1722948118,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Anthracite,,,M,,,,,1686919_18692,124.73790175,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-natural-front-66b219f28e45d.jpg?v=1722948156,13,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b219f285686.jpg?v=1722948118,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Anthracite,,,L,,,,,1686919_18693,144.5825679375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-natural-back-66b219f28f65b.jpg?v=1722948159,14,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b219f285686.jpg?v=1722948118,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Anthracite,,,XL,,,,,1686919_18694,155.9223771875,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b219f285686.jpg?v=1722948118,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rose,,,XS,,,,,1686919_18680,99.2233309375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-azalea-front-66b219f28718e.jpg?v=1722948127,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rose,,,S,,,,,1686919_18681,104.8932355625,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-azalea-front-66b219f28718e.jpg?v=1722948127,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rose,,,M,,,,,1686919_18682,124.73790175,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-azalea-front-66b219f28718e.jpg?v=1722948127,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rose,,,L,,,,,1686919_18683,144.5825679375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-azalea-front-66b219f28718e.jpg?v=1722948127,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Rose,,,XL,,,,,1686919_18684,155.9223771875,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-azalea-front-66b219f28718e.jpg?v=1722948127,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Or,,,XS,,,,,1686919_18695,99.2233309375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-gold-front-66b219f27fc90.jpg?v=1722948100,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Or,,,S,,,,,1686919_18696,104.8932355625,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-gold-front-66b219f27fc90.jpg?v=1722948100,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Or,,,M,,,,,1686919_18697,124.73790175,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-gold-front-66b219f27fc90.jpg?v=1722948100,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Or,,,L,,,,,1686919_18698,144.5825679375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-gold-front-66b219f27fc90.jpg?v=1722948100,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Or,,,XL,,,,,1686919_18699,155.9223771875,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-gold-front-66b219f27fc90.jpg?v=1722948100,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Gris Sport,,,XS,,,,,1686919_18720,99.2233309375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-sport-grey-front-66b219f28a6c3.jpg?v=1722948145,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Gris Sport,,,S,,,,,1686919_18721,104.8932355625,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-sport-grey-front-66b219f28a6c3.jpg?v=1722948145,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Gris Sport,,,M,,,,,1686919_18722,124.73790175,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-sport-grey-front-66b219f28a6c3.jpg?v=1722948145,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Gris Sport,,,L,,,,,1686919_18723,144.5825679375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-sport-grey-front-66b219f28a6c3.jpg?v=1722948145,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Gris Sport,,,XL,,,,,1686919_18724,155.9223771875,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-sport-grey-front-66b219f28a6c3.jpg?v=1722948145,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Beige clair,,,XS,,,,,1686919_18700,99.2233309375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-natural-front-66b219f28e45d.jpg?v=1722948156,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Beige clair,,,S,,,,,1686919_18701,104.8932355625,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-natural-front-66b219f28e45d.jpg?v=1722948156,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Beige clair,,,M,,,,,1686919_18702,124.73790175,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-natural-front-66b219f28e45d.jpg?v=1722948156,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Beige clair,,,L,,,,,1686919_18703,144.5825679375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-natural-front-66b219f28e45d.jpg?v=1722948156,oz,PC040100,8.55,,,,,,,
t-shirt-girafe-school-spirit-jm,,,,,,,,,Beige clair,,,XL,,,,,1686919_18704,155.9223771875,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-natural-front-66b219f28e45d.jpg?v=1722948156,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,T-shirt Lion Bubblegum - School Spirit JM,"• 100 % coton<br>
• Sport Grey est composé de 90 % de coton, et 10 % de polyester<br>
• Poids du tissu : 180 g/m² (5,3 oz/yd²)<br>
• Tissu prérétréci<br>
• Coupe classique<br>
• Col et épaules dotés d'une bande<br>
• Étiquette détachable<br>
• Fabriqué avec des teintures à faible impact certifiées OEKO-TEX<br>
• Produit vierge provenant de la République dominicaine, du Honduras, d'Haïti, du Nicaragua ou du Salvador<p><strong class=""size-guide-title"">Guide des tailles</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>LONGUEUR (inches)</strong></td>
<td><strong>POITRINE (inches)</strong></td>
</tr>
<tr>
<td><strong>XS</strong></td>
<td>20 ½</td>
<td>16</td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>22</td>
<td>17</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>23 ½</td>
<td>18</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>25</td>
<td>19</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>26 ½</td>
<td>20</td>
</tr>
</tbody></table></div><div class=""table-responsive dynamic"" data-unit-system=""metric""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>LONGUEUR (cm)</strong></td>
<td><strong>POITRINE (cm)</strong></td>
</tr>
<tr>
<td><strong>XS</strong></td>
<td>52</td>
<td>40.6</td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>55.9</td>
<td>43.2</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>59.7</td>
<td>45.7</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>63.5</td>
<td>48.3</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>67.3</td>
<td>50.8</td>
</tr>
</tbody></table></div>",ChicByJM,Non classé,"","Ciel bleu, Enfant, Haut, Jardin secret, School Spirit",true,Couleur,Rouge,,Taille,XS,,,,,5514622_18710,99.2233309375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-sport-grey-front-66b21858f29b2.jpg?v=1722947691,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b218590034c.jpg?v=1722947694,oz,PC040100,8.55,true,,,true,,,active
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Rouge,,,S,,,,,5514622_18711,104.8932355625,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-gold-front-66b21859035b9.jpg?v=1722947711,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b218590034c.jpg?v=1722947694,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Rouge,,,M,,,,,5514622_18712,124.73790175,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b218590034c.jpg?v=1722947694,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b218590034c.jpg?v=1722947694,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Rouge,,,L,,,,,5514622_18713,144.5825679375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b2185900e83.jpg?v=1722947701,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b218590034c.jpg?v=1722947694,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Rouge,,,XL,,,,,5514622_18714,155.9223771875,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b2185901bc3.jpg?v=1722947704,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-red-front-66b218590034c.jpg?v=1722947694,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Bleu Roi,,,XS,,,,,5514622_18715,99.2233309375,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-azalea-front-66b218590285f.jpg?v=1722947708,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b2185900e83.jpg?v=1722947701,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Bleu Roi,,,S,,,,,5514622_18716,104.8932355625,shopify,deny,manual,20.50,,true,true,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-natural-front-66b21859054c3.jpg?v=1722947715,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b2185900e83.jpg?v=1722947701,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Bleu Roi,,,M,,,,,5514622_18717,124.73790175,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b2185900e83.jpg?v=1722947701,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Bleu Roi,,,L,,,,,5514622_18718,144.5825679375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b2185900e83.jpg?v=1722947701,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Bleu Roi,,,XL,,,,,5514622_18719,155.9223771875,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-royal-front-66b2185900e83.jpg?v=1722947701,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Anthracite,,,XS,,,,,5514622_18690,99.2233309375,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b2185901bc3.jpg?v=1722947704,oz,PC040100,8.55,,,,,,,
t-shirt-lion-lion-bubblegum-school-spirit-jm,,,,,,,,,Anthracite,,,S,,,,,5514622_18691,104.8932355625,shopify,deny,manual,20.50,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/3182/8051/files/youth-classic-tee-charcoal-front-66b2185901bc3.jpg?v=1722947704,oz,PC040100,8.55,,,,,,,
